Review,Rating,Thumbs Up Count,Review Date
Mobil makin ksni makin parah drivernya .. udh tungguin lama² malah d cansel sma drivernya .. jgn bgtu lah ..,1,0,2024-10-21 02:22:10
Good,5,0,2024-10-21 02:07:12
👍♥️💙💜💚💛💖♥️🎂,5,0,2024-10-21 01:41:55
Ok aman2 aje selama ini,4,0,2024-10-21 01:25:20
Sesuai bensin,5,0,2024-10-21 01:12:11
"Sangat membantu dalam urusan transportasi jarak dekat, harga lebih terjangkau dari sebelah.",4,0,2024-10-21 01:11:51
Semoga selalu lebih baik pelayanannya dan ramah,5,0,2024-10-21 01:10:06
tarif nya naik jelek,1,0,2024-10-21 00:58:22
Good,5,0,2024-10-21 00:56:23
Sering pake gojek ayodong buat mimin nya banyakin vocher GO-RIDE nya 😭,5,0,2024-10-21 00:46:13
Good job,5,0,2024-10-21 00:43:04
drivernya ramah2,5,0,2024-10-21 00:41:25
Apk nggk berfungsi klo cuaca lgi buruk nggk kyk apk ojol lainnya masih tetep bisa order ojol meskipun lgi hujan lebat juga,3,0,2024-10-21 00:40:36
"Pakai apl gojek dr msh gadis smp jd iRt seutuh'a, Alhamdulillah ngga pernah dpt pengemudi yg aneh², tarif'a naik tp msh kebantu dgn promo² disc. So far soo gooood laah",5,0,2024-10-21 00:36:25
YTH PERUSAHAAN GOJEK TOLONG DI BALAS EMAIL SAYA TOLONG BANTU MASALAH SAYA SAYA LUPA PIN TAPI KENAPA GAK ADA AKSES BUAT LUPA PIN,2,0,2024-10-21 00:35:15
"Knp ya skrg mlah makin ngaco titik nya, mana jauh banget lagi dari titik jmput nya, udh gitu driver nya pada GK mau nyamperin lagi, klo lagi buru2 kan ribet ngapain pesen gojek klo ttp jd telat 🥺, mnding gk usah ngsih promo klo jd nya ngaco. Ini ke tiga kali nya sya psen gojek titik jmput di toko Andry pancing tp driver nya tidak jmput saya di titik jmput yg sehrsnya, bilang nya di map titik nya dsini (d tmpat yg bkn titk jmput)Bu , gk phm driver nya yg pda GK bisa bca map or apk nya yg jelek",2,0,2024-10-21 00:35:06
Bagus dan cepat terimakasih bapak,5,0,2024-10-21 00:32:24
Cakeeeppp,5,0,2024-10-21 00:32:03
udh langganan gofood plus eh promonya ga nongol2 lagi setelah ganti minggu 🤣 hebat bener,1,0,2024-10-21 00:29:41
Pelayanan baik harga terjangkau ..diantar sampai tujuan..trimakasiih,5,0,2024-10-21 00:20:30
"Kenapa lokasi terkini selalu terdeteksi di jakarta, padahal orang ny bkn daerah sana. Jadi ribet",2,0,2024-10-21 00:17:17
Ok lah aplikasinya banyak promo,5,0,2024-10-21 00:08:05
bagus pelayanannya,5,0,2024-10-21 00:05:56
drivernya cepat x ini,5,0,2024-10-21 00:01:38
"tolong yak admin jmk, saya sedang mau sekolah. setengah jam nunggu ga dapet driver",1,0,2024-10-20 23:51:52
Sangat membantu sekali,5,0,2024-10-20 23:40:15
Dengan adanya transportasi aplikasi gojek semakin nyaman dan bagus,5,0,2024-10-20 23:39:57
Sangat bermanfaat sekali,5,0,2024-10-20 23:29:13
membantu banget,5,0,2024-10-20 23:27:51
"Tumben nih apk milih jalur yang panjang, jadinya kan tambah mahal, diajak muter muter jalur alhasil harga nya tambah mahal",3,5,2024-10-20 23:21:18
Makin ke sini gojek makin pelit y Voucher goride aja dalam waktu kurang dari 5 menit sudah gak bisa claim padahal hanya seminggu sekali,1,0,2024-10-20 23:13:32
"Aplikasi Ini Berguna Sekali... Banyak Manfaatnya Gak Rugi Menginstall Aplikasi Ini... Ayo Yang Belum Menginstall Gojek, Segera Yuk Install Gojek. 😁🙏",5,0,2024-10-20 23:09:00
Sangat membantu,5,0,2024-10-20 23:06:06
Lama banget dapet driver padahal rumah kunga di pelosok kek anj gabutuh duit aja,2,0,2024-10-20 23:03:13
Baguss tapii diskon makanan nya banyakin min 🤣🤣,5,0,2024-10-20 22:38:30
"Dari dulu sering pakai untuk nnton konser reggae, yah namnya merantau gak punya kndaraan.hihihihi dan ketika di kampung cuma download, uninstal, krn agak ga pakai takutnya darurat, tau2 nekat merantau dan aktifin lagi ternyata memeprmudah sekali GOod lah kau jek ojek, tanpatawar menawar harga sperti ke ojek pangkalan sudah ada sendiri gk ada sakit hati, biasanya tawar menawar ada yang sakit hati walaw terpksa. Tapi terbantu sekaliiiiii ini mahhh",5,0,2024-10-20 22:32:55
Gojek Indonesia yang sekarang JAUH LEBIH BURUK di bandingkan Gojek Indonesia tahun 2018 !!,1,0,2024-10-20 22:28:04
Good job,5,0,2024-10-20 21:34:15
Good,5,0,2024-10-20 21:09:36
"Oke,masih perlu ada peningkatan lagi dalam gofood",5,0,2024-10-20 20:23:07
"Driver parah duit goceng aja mau di embat, minimal bisa nyortir driver jujur lah, prusahaan gede punya driver maling receh, ini kejadian di krawang timur driver pake motor beat delux item gw lupa namanya, kalo bisa pecat aja tuh driver tolol mana tengah malem, kalo gak gw berentiin dah kabur tuh si tolol, kalo lu baca komen ini tandanya gw msih kesel ya driver tolol",1,0,2024-10-20 20:15:43
always good,5,0,2024-10-20 19:53:41
Ok,5,0,2024-10-20 19:29:05
Baik,5,0,2024-10-20 19:18:27
"biaya layanan+ongkir gofood ga masuk akal,",1,0,2024-10-20 19:10:18
Tidak baik karna secara sepihak blokir gopay pinjam padahal bayar meskipun telat denda pun di bayar.,1,0,2024-10-20 19:10:00
Ok sangat membantu dengan promo promonya,5,0,2024-10-20 19:00:28
Lagi liat liat makan mau cek harga ga sengaja kepenct malah gabisa di batalin mana mahal lagi karna belum pake vocher,1,0,2024-10-20 18:50:24
Terimakasih sangatmembantu,5,0,2024-10-20 18:46:48
Sangat membantu sekali ☺️,5,0,2024-10-20 18:39:35
Lumayan bagus,3,0,2024-10-20 17:50:53
The best apps for ride,5,0,2024-10-20 17:32:51
"Ngasih promo ga niat, GORIDEAJA jam 12:01 masa voucher habis haha. Ada minus bintang nya sih gw kasih minus buat promo nya. Kalau aplikasi nya sih Oke lah bintang 4-5.",1,0,2024-10-20 17:15:00
bergunaaa,5,0,2024-10-20 16:56:35
"suka error gajelas gbisa dibuka loading terus pdahl jaringan data bagus,klo di apk lain suka ad iklan gojek ngeganggu bgt krna kdng gbisa dipencet",1,0,2024-10-20 16:13:51
Ok,5,0,2024-10-20 16:09:22
Okey,5,0,2024-10-20 16:01:58
The great,5,0,2024-10-20 15:50:33
Oce,5,0,2024-10-20 15:28:37
Lanjutkan,5,0,2024-10-20 15:09:09
Bagus👍👍,5,0,2024-10-20 15:08:45
Ok,5,0,2024-10-20 15:03:56
"sedih banget tau ga si gojek, memang benar ada layanan cs dan saya mengajukan keluhan saya tapi responnya GA MENGATASI SAMA SEKALI serius kecewa banget sama aplikasi ini!!",1,0,2024-10-20 14:51:14
Mantap Sekali,5,0,2024-10-20 14:38:46
Sangat membantu sekali,5,0,2024-10-20 14:36:49
Good Jobs...👍👌🙏,5,1,2024-10-20 14:32:02
Mantap,5,0,2024-10-20 14:26:28
Lu bisa berhenti ngiklan ga sih anjng,1,0,2024-10-20 14:19:43
Membantu,5,0,2024-10-20 14:13:52
makasih,5,0,2024-10-20 14:10:41
14 tahun,5,0,2024-10-20 14:09:44
sering susah dapet driver pas gofoodnya,3,0,2024-10-20 14:08:08
Tambah lengkap fiturnya,5,0,2024-10-20 14:02:27
Sangat memuaskan,5,0,2024-10-20 14:01:12
susah banget dapet skrg nih bikin repot,5,0,2024-10-20 14:00:24
Sangt membantu untk sya yg mageran.. Dan bnyk promonya juga .,5,0,2024-10-20 13:55:27
Mantap,5,0,2024-10-20 13:48:21
Sangat baik,5,0,2024-10-20 13:45:38
"Makasih ya jek,kamu memang andalan ,aplikasi pergojekan paling tua kusuka kalo kita salah pencet gak jadi naik dan sudah bayar pake gopay uangnya dibalikin lagi dgn cepat padahal aku sudah 2 jam baru inget tadi gojek dipesen lupa cancel ,tks saldo balik lagi ke akunku",5,0,2024-10-20 13:45:29
"App tidak bisa digunakan ketika hujan. Bahkan 3 jam setelah hujan reda, app tetap tidak bisa digunakan.",1,0,2024-10-20 13:45:29
"cuman mie godok 3 jamm baru sampeee ,",1,0,2024-10-20 13:06:40
"Lebih baik di benahin deh :) Makin lama harusnya makin baik dan profesional. Ini ngga, knapa kalo mau beli makanan sulit bgt dpt driver, padahal cuaca ngga ujan, rumah juga ditengah kota. Merugikan bgt. Udah di acc resto tpi nunggu driver lama bgt bisa smpe 30 menit, akhirnya batal Kan buang* waktu, mana lagi laper.",2,0,2024-10-20 13:04:43
Mantap,5,0,2024-10-20 12:56:57
Oke,5,0,2024-10-20 12:56:16
Sangat sangat membantu .,5,0,2024-10-20 12:43:46
Mantap,5,0,2024-10-20 12:36:47
Iklan lu ganggu,1,0,2024-10-20 12:36:46
Buruk bett,1,0,2024-10-20 12:32:55
membantu di saat dibutuhkan,5,0,2024-10-20 12:30:56
Aplikasi nya bagus.. pelayanan nya mantap,5,0,2024-10-20 12:29:18
Saya sangat menyesal menggunakan aplikasi ini saya pesan gocar harga nya up 5x dari harga yang tertera di aplikasi saya pesan gofood saya pesan nya 4 menu yang di kirim cuman 1 komplain malah putar puter pihak gojek nya,1,0,2024-10-20 12:11:20
"Semuanya sudah oke, aplikasi nya banyak peningkatan dan Drivernya jg ramah2, semoga bisa lebih baik lagi dinext updatenyaa, thankss gojek",5,0,2024-10-20 12:06:54
order makan 1 tp tiba² ke dobel kan anehhh aplikasi gj,1,0,2024-10-20 12:03:15
Makin kesini nyari makidriver makin susah payahnya,1,0,2024-10-20 11:58:48
"Aplikasi paling buruk , nunggu driver ojek lama datang nya , nunggu driver gocar paling lama udh satu jam Gonta ganti sendiri 4 kali driver nya",1,0,2024-10-20 11:58:45
kiriman cepat n pelayanan ramah,5,0,2024-10-20 11:56:22
Saya sangat lapar ...tapi mengapa dibatalkan pemesanan disatu pihak .....dan mau pesen lgi mlah dimahalin ongkir nya,2,0,2024-10-20 11:53:21
Sekarang aplikasinya susah cari driver gojek/gocar pas lagi hujan. banyak yang nolak sendiri drivernya. malah nawarin offline gak mau pakai aplikasi jadi gak bisa diandalkan aplikasi ini sekarang. kecewa banget asli.,1,0,2024-10-20 11:53:02
Untuk sementara cukup puas,5,0,2024-10-20 11:48:42
Mantap bosqu,5,0,2024-10-20 11:46:13
"Gojek TORAJA... GILIRAN MAU DAFTAR JADI MITRA SUDAH 3X DAFTAR SELALU DI TOLAK ALASAN PENUH. GILIRAN SAYA ORDER SUSAH BANGET NYARI MOTOR ATAU MOBIL. ITU KENAPA SIH ADA PAKET HEMAT? ONGKIR TERCANTUM 10RB. GILIRAN DAPAT MOBILNYA, SOPIRNYA NANYA.. BERAPA DI APLIKASI? SAYA BILANG 11REBU. LANGSUNG DIA NOLAK ALASAN JAUH. ANEH",1,0,2024-10-20 11:45:10
"Selalu tepat waktu , karena pakai gojek",5,0,2024-10-20 11:40:10
"Alhamdulillah pelayanan bagus dan ramah, terimakasih.",5,0,2024-10-20 11:36:36
"Driver"" anda terlalu sering menolak order padahal dekat dan pakai mobil. Sick! Makin kesini makin aneh! Makin susah dpt driver, pdhl gak ujan! Kata gua sih benerin sistem lu! Dah banyak kasus, masa sistemnya mau bobrok juga? Gak malu sama pesaing, sekali mesen lgsg dpt.",1,0,2024-10-20 11:34:23
"Driver gocar sering main cancel padahal jarak juga gag jauh berkali² driver gocar langsung main cancel sampai akhirnya terpaksa pakai aplikasi yang lain kalo driver gocar sering main cancel ya sulit, walaupun pakai promo seharusnya driver gocar tetap profesional kerja. Kenapa ya, kok tetap tidak ada perubahan driver gocar msh tetap main cancel seenaknya kyak gag butuh penumpang, berkali² akhirnya harus pakai aplikasi online yang lain...",1,0,2024-10-20 11:32:36
"Heran bgt sama driver"" nih.. pingin laku, tapi ga niat jemput. Padahal jaraknya deket, tapi ga ada yg mau jemput??!! Like wtf lah!!!! Padahal mah jalanannya juga sepi, ga ada macet, ditolak mulu njg. Nolak rejeki bgt dah, kasian penumpang",3,0,2024-10-20 11:31:15
Pelayanan nya sangat baik Pelayanan nya sangat baik dan memuas kan,5,0,2024-10-20 11:25:49
bagus,5,0,2024-10-20 11:25:09
good,5,0,2024-10-20 11:11:04
Ok,5,0,2024-10-20 11:04:33
Trimakasih pak udah anter istri saya,5,0,2024-10-20 11:02:11
bermanfaat dlm kehidupan sehari hari Oke,5,0,2024-10-20 10:46:56
"aplikasi bagus banget untuk memipih kebutuhan transportasi iil give you 1000like if i can, rorrrrr🦖🦖",5,0,2024-10-20 10:38:25
Terlalu lama kalau lagi pesan banyak yang gak respon GoCar nya tolong lah di perbaiki lagi,4,0,2024-10-20 10:38:18
sangat membantu,5,0,2024-10-20 10:33:46
Kalok hujan GK bisa nyantol kalok nyantol ke cancel,1,0,2024-10-20 10:27:28
Aplikasi yang sangat bagus untuk kebutuhan dalam transportasi ke suatu tempat yg kita ingin datangkan,5,0,2024-10-20 10:25:18
Aplikasi lemot,1,0,2024-10-20 10:23:50
Aplikasi ini banyak membantu,5,0,2024-10-20 10:22:42
ok,5,0,2024-10-20 10:17:36
Sangat membantu saat butuh kendaraan,5,0,2024-10-20 10:09:41
GOOD👍🏻✨,5,0,2024-10-20 10:05:48
"Sangat membantu dan sukses selalu buat pejuang Abang"" gejek",5,0,2024-10-20 10:00:37
tolong ini di hp saya jadi banyak iklan gojek bikin risih,1,0,2024-10-20 10:00:22
Bermanfaat bagi orang,5,0,2024-10-20 09:59:56
Goood,5,0,2024-10-20 09:59:42
Mantap,4,0,2024-10-20 09:58:20
Cepat lebih murah 😁,5,0,2024-10-20 09:52:27
"Sampah, udah pake promo casback, tapi casback gak masuk, udah komolen tapi banding di tolak, Aplikasi scam",1,0,2024-10-20 09:30:49
ganti ke ojol lain aja soalnya 10 RB gak ada yang ambil mau nya harus 50rb baru di jemput,1,0,2024-10-20 09:30:39
Fitur go foodnya ngaco alamat favorit ga bisa disesuaikan. Kan kasian customer sama drivernya..,2,0,2024-10-20 09:15:09
Ok,5,0,2024-10-20 09:07:07
"Ada driver yg menerima order tetapi tidak respon sama sekali, sehingga menunggu sangat lama tanpa konfirmasi. Mungkin driver berharap untuk dibatalkan oleh konsumen.",1,0,2024-10-20 09:05:11
Bagus,3,0,2024-10-20 09:02:39
Mantap banyak promo😁,5,0,2024-10-20 08:57:22
good,5,0,2024-10-20 08:53:58
"kenapa gabisa cancel gofood??? jelek banget aku ga sengaja kepencet pesan makanan, tapi sama sekali gabisa di-cancel?? dan ga ada jeda, setelah ke klik langsung diterima resto???? sumpah layak ga dapet bintang sama sekali, rugiin salah satu pihak bangett",1,0,2024-10-20 08:47:32
Ok...,5,0,2024-10-20 08:42:09
"Gojek makin hari makin aneh lah bjir, udh berapa kali pesen gofood pake yg express claimnya Dateng 30 menit padahal hampir sejam, alasannya hujan. Padahal hujan cuma gerimis doang😹, malah lebih cepet pake yg biasa daripada yg express",1,0,2024-10-20 08:41:32
"Ambil go car d tolak alasan rute naik gnung( krg jauh),ambil gofood lmoott driver manja2 pilih2 orderan makana sampe hmpir 2 jam...aplgi pas hujan kota sebesar mlg sibuk smua........tlg lbih tegas aturan sistem ke driver...",2,0,2024-10-20 08:32:02
"Oke, meskipun voucher nya kadang ada kadang nggak wkwk👍👍",5,0,2024-10-20 08:29:27
"Semenjak ada aplikasi Gojek semua jdi mudah, mulai dari transportasi hingga belanja sekalipun. Sikap dan sifat semua driver juga ramah dan tepat waktu",5,0,2024-10-20 08:06:12
Buruk,1,0,2024-10-20 07:58:11
Mantaf,5,0,2024-10-20 07:45:51
mantap,5,0,2024-10-20 07:42:41
Koq minta di update gak bisa muter2 aja...,5,0,2024-10-20 07:33:06
"aplikasi mantap, bermanfaat untuk semua orang",5,0,2024-10-20 07:27:09
Banyak promo,5,0,2024-10-20 07:26:20
"Ramah, dan banyak diskon",5,0,2024-10-20 07:22:54
Semua hp saya ada aplikasi ini.Lumayan buat cari²promo.pakai gojek.suoer murah dr pada belanja offline.Jaya GOJEK,5,0,2024-10-20 07:17:11
"Sekarang malah susah dipencetnya kalo mau ganti menu makanan di bagian gofoodnya gatau kenapa jadi susah banget kalo dipencet, harus di hapus dulu apknya baru di istal gitu mulu, TOLONG DONG DIPERBAIKI BUG NYA!!!!!",1,0,2024-10-20 07:13:14
Ok,5,0,2024-10-20 07:07:26
bgus,5,0,2024-10-20 07:07:15
Tambah...pelit..saya sudah ngk pernah dapat voucher goshop..padahal saya sering pakai dan membutuhkan voucher goshop hemat. mulai dari potongan 10ribu sampai 5 ribu saya pakai . Tapai sudah tidak pernah ada.. aplikasi tidak makin majun malah semakin kemunduran..,1,0,2024-10-20 07:06:40
Lebih enak,5,0,2024-10-20 07:04:59
Kalo aplikasinya error kepencet bli sendiri,1,0,2024-10-20 07:02:13
Aplikasi yang tidak pernah mengecewakan,5,0,2024-10-20 06:57:58
"So annoying, aplikasi gampang erorr ga worth it",1,0,2024-10-20 06:40:01
pelayanan gofood lemot. jarak cumam 5Km aja harus nunggu 2 jam lebih.,1,1,2024-10-20 06:35:46
sangat baik,1,0,2024-10-20 06:33:09
"waktu itu saya mesen, tapi abang nya lama dan saya lagi buru buru, lalu saya cancel, ga lama abang yg saya cancel dateng marah marah ke saya, dan bikin mokd saya jadi turun, gw ga mau lagi pake apk ini orang nya g ramah, bijakin lagi y orng ny supaya ramah jngn kebanyakan emosi nya",1,0,2024-10-20 06:31:57
Mantaplah pokoke,5,0,2024-10-20 06:30:57
Good job,5,0,2024-10-20 06:30:50
Alhamdulilah dreipernya baik baik dan ramah,4,0,2024-10-20 06:26:22
Keren pokonya,5,0,2024-10-20 06:22:15
"Sekarang gojek ini klo nyari drivernya jauh2 skali, bahkan utk goshop dan gofood juga dpt yg jauh drivernya..",3,0,2024-10-20 06:08:58
"Halah.... saat gerimis, pesan terus lama menunggu konfirmasi. Maaf lagi laris manis... anjay",4,0,2024-10-20 06:08:41
goodjob,5,0,2024-10-20 05:55:45
mantap,4,0,2024-10-20 05:52:50
Bagus,5,0,2024-10-20 05:52:32
Komunikasinya lebih di tingkatkan ya...,5,0,2024-10-20 05:45:46
Selalu menjadi andalan dikala mau kemana2 dan lapar,5,0,2024-10-20 05:45:43
Aplikasinya lemot. Pesanan tidak tebaca mengakibatkan pesananya jadi double. Tolong itikad nya dalam kerugian untuk customer.,1,0,2024-10-20 05:41:38
Banyak diskonnn,5,0,2024-10-20 05:40:44
"Buat gofood, sering banget udah dapet driver tapi drivernya gak ada konfirmasi bisa ambil atau tidak alias tidak responsif, statusnya selalu Driver Meluncur Ke Restoran. Berapa lama sih biar bisa ganti driver otomatis? Kasian sama restonya yang suka nyiapin makanannya duluan.",2,4,2024-10-20 05:39:48
senang sekali pakai gojek,5,0,2024-10-20 05:37:19
Diskon tidak merata tmn saya mendapatkan diskon ongkir setiap pembelian tanpa langganan plus,3,0,2024-10-20 05:29:24
Kalau pesan gofood di 2 toko gak keliatan di aktivitas,1,0,2024-10-20 05:25:34
Lancar sih...,3,1,2024-10-20 05:22:21
Promonya hilang hilang Begitu mau dipakai hilang Gopay sudah ga masuk diskon lagi padahal andalan...,2,0,2024-10-20 05:15:46
"Di bagian aktifitas knapa gabisa ke refresh ya pesanan saya, jaringan bagus hp bagus semua aplikasi lain lancar jaya cuma gojek nya aja yang rada eror begitu. Aplikasi sebelah ga pernah loh kayak gitu, jangan mempermalukan produk dalam negri dong ya cuma sedikit kritik semoga kedepannya lebih baik lagi 🫡🫡",1,0,2024-10-20 04:59:48
"Barusan order gocar. Di tampilan aplikasi gak ada muncul layar pantau. Padahal kemarin2 ada. Bikin salah paham sama bapak drivernya, tidak bisa kelihatan lokasi dari maps.",4,0,2024-10-20 04:56:39
banyak bug transaksi lemot padahal udah di update di playstore dan jaringan wifi + 4G+ hadeh,1,0,2024-10-20 04:55:31
GO foodnya waktu pengirimannya lama sekali padahal toko tidak begitu ramai,1,0,2024-10-20 04:55:01
"Aplikasi lemot dan saya rugi jadi dua kali bayar, g bisa di cancel. Aplikasi g rekomen",1,0,2024-10-20 04:54:42
Makin update mlh makin berat ... Sinyal bgus buat od sllu lemot dn bnyak mengalami bug kasih bintang 1sja,1,0,2024-10-20 04:51:47
Gojek keren apalagi Go Transit karena sangat membantu terima kasih,5,0,2024-10-20 04:51:29
Sdh mau 14 tahun tpi masih suka eror. Lg pesan makanan tp aplikasi tiba2 tdk bisa diakses. Mana sdh potong gopay lagi,2,2,2024-10-20 04:44:45
"Tolong tambahin armada driver untuk wilayah kuningan jawa barat...... Susah banget cari driver nya terutama goride tolong lah kalo mau maju ya perbanyak driver nya khusus nya area kuningan jawa barat ya, Kecewa saya order gk pernah dapet driver",1,1,2024-10-20 04:43:31
error trs,1,0,2024-10-20 04:40:58
Driver selalu membatalkan pesanan,1,0,2024-10-20 04:38:45
Kok ngebug ya,1,0,2024-10-20 04:38:19
"Apk nya mantap banget,cepat,dan murah",5,0,2024-10-20 04:26:36
Ok,5,0,2024-10-20 04:25:00
halo cs gimana nih layanan grab mobil ny ko gak bisa ke area yg jauh,3,0,2024-10-20 04:13:09
Makasi,5,0,2024-10-20 04:05:44
Sangat bgs,5,0,2024-10-20 03:57:22
Mantap,5,0,2024-10-20 03:55:53
"Setelah di update makin meresahkan,",1,0,2024-10-20 03:53:31
Dah nunggu lama eh di cancel,1,0,2024-10-20 03:51:34
Cepat sekali pengantarannya,5,0,2024-10-20 03:49:59
"Mohon maaf iklanya diyoutube cukup ganggu, kalo kreativ mah gapapa, ini bikin lagunya dipaksain jadi bikin emosi aja (iklan gofood)",1,0,2024-10-20 03:46:00
Bagud,5,0,2024-10-20 03:43:41
Good,5,0,2024-10-20 03:40:40
Kenapa sering banget dicancel sekarang,4,0,2024-10-20 03:28:02
Cepat,5,0,2024-10-20 03:20:43
Aplikasi buruk. Tidak bisa menjamin kepuasan pelanggan. Buat kalian jangan instal aplikasi ini. Mending pakai grab lebih baik secara pelayanan.,1,0,2024-10-20 03:20:28
"Bagus,kedepan nya lebih bagus lagi",5,0,2024-10-20 03:11:50
"nggak ngotak, beli gojek plus aja ongkir 26 rebu buat jarak satu kilo. mendi ngesot gua ketempat makannya",1,0,2024-10-20 03:07:48
Baik,3,0,2024-10-20 03:06:00
Terimakasih gojek,5,0,2024-10-20 03:04:49
"Oke banget ....cepat drivernya ramah,thank's",5,0,2024-10-20 02:47:16
"Hallo aplikasi gojek,saya pesan gocar cuma 4 menit aja dr rumah dibilang kejauhan",2,0,2024-10-20 02:45:40
Aplikasi sangat membantu bepergian saya suka cuman rada ngeleg sedikit jadi di kasih bintang 4 dulu,4,0,2024-10-20 02:40:33
Sulit menepatkan alamat,2,0,2024-10-20 02:38:12
saya butuh lebih banyak promo untuk gofood,5,0,2024-10-20 02:34:43
mantaap,5,0,2024-10-20 02:33:05
Taiiii ngga ada ragihan gopay leter di sms tagihan trs taiii tau ngga lo,1,0,2024-10-20 02:23:21
gofood nya lamaaaa bgt. estimasi 1jm. udah 90mnitan gak sampe sampe,2,0,2024-10-20 02:23:15
